GeneName	 Accession-1	 Left-End-Position	 Right-End-Position	Product	Map to Escherichia coli CFT073
EG12259	b3532	3690268	3692607	EG12259-MONOMER	C4344
G6284	b0515	543261	544046	G6284-MONOMER	C0629
G7383	b2648	2783065	2783304	G7383-MONOMER	
EG20051	b3693	3873596	3874474	DEHYDDEOXGALACTKIN-MONOMER	C4615
EG10122	b3412	3544074	3544844	EG10122-MONOMER	C4189
EG11926	b4029	4237634	4239730	EG11926-MONOMER	C4997
G7388	b2653	2785800	2785973		
G6285	b0516	544057	545292	G6285-MONOMER	C0630
EG12009	b2128	2215745	2216476	YEHW-MONOMER	C2658
G0-16665	b4649	3750918	3751109		
EG11925	b4028	4236897	4237634	EG11925-MONOMER	C4996
G6275	b0505	532451	532933	G6275-MONOMER	C0620
G0-10567	b4561	4508684	4508942		
EG12152	b4268	4494623	4495186	GLUCONOKINI-MONOMER	C5369
EG10119	b0777	811522	812277	EG10119-MONOMER	C0857
EG11924	b4027	4236262	4236900	EG11924-MONOMER	C4995
G6294	b0538	565972	566532		
G7237	b2374	2492004	2493254	G7237-MONOMER	C2910
EG10750	b1125	1183617	1184444	POTB-MONOMER	C1476
G7222	b2353	2470803	2471105		
EG11923	b4026	4235906	4236148	EG11923-MONOMER	C4994
G6846	b1588	1660556	1662979	G6846-MONOMER	C1978
G6119	b0235	253467	253733	G6119-MONOMER	
EG11175	b3124	3270625	3271770	GKI-MONOMER	C3879
G6851	b1593	1666524	1667219	G6851-MONOMER	C1984
EG10610	b3249	3398387	3398875	EG10610-MONOMER	C4003
G0-8903		1972739	1972816		C0465
G6669	b1337	1401810	1403255	G6669-MONOMER	
G6575	b1118	1177320	1178564	YCFW-MONOMER	C1393
G0-16661	b4646	3404638	3405031		
EG10609	b3250	3398875	3399978	EG10609-MONOMER	C4005
G7300	b2483	2603847	2604794	MONOMER0-154	
EG10739	b3825	4009170	4010192	EG10739-MONOMER	C4747
G0-10561	b4543	2357816	2358001	MONOMER0-4395	
EG10559	b4037	4249554	4250474	EG10559-MONOMER	C5007
EG10120	b0778	812270	812947	DETHIOBIOTIN-SYN-MONOMER	C0858
G7149	b2191	2288905	2289027		
G6847	b1589	1662990	1663607	G6847-MONOMER	C1979
EG12520	b4230	4452571	4453596	YTFT-MONOMER	C5327
					
G6775	b1478	1552828	1553838	ADHP-MONOMER	C1911
G6670	b1338	1403255	1404565	G6670-MONOMER	C4924
G7044	b1936	2012502	2012780	G7044-MONOMER	
EG10252	b3076	3222633	3225725	EG10252-MONOMER	C3833
EG10117	b0774	807968	809257	DAPASYN-MONOMER	C0853
G6179	b0309	324408	324620		
EG11762	b3592	3761347	3761955	EG11762-MONOMER	C4413
EG11737	b0198	220968	221621	METI-MONOMER	C0239
G0-16679	b4708	279931	280104		
EG11784	b2579	2716066	2716449	EG11784-MONOMER	C3103
G6848	b1590	1663609	1664463	G6848-MONOMER	C1981
G0-16658	b4639	2066068	2066154		
M015	b2539	2670390	2670908	HCAA2-MONOMER	
EG10124	b3551	3714061	3716394	EG10124-MONOMER	C4369
G0-8898		1230629	1230707		C0299
G6845	b1587	1658069	1660495	G6845-MONOMER	C1977
EG10594	b2148	2236743	2237753	MGLC-MONOMER	C2682
G0-10555	b4508	566376	566687		
EG10655	b3366	3496551	3496877	NIRD-MONOMER	C4142
EG12384	b0521	550439	551332	EG12384-MONOMER	C0635
G7893	b4267	4493375	4494406	IDONDEHYD-MONOMER	C5368
EG10419	b2947	3091878	3092828	GLUTATHIONE-SYN-MONOMER	C3533
G6748	b1437	1509250	1509447		
EG10049	b0980	1040617	1041915	APPA-MONOMER	C1121
EG10002	b0764	795862	796551	MODB-MONOMER	C0841
EG10483	b2726	2850647	2850997	EG10483-MONOMER	C3286
G7445	b2787	2918045	2919385	GLUCARDEHYDRA-MONOMER	C3350
EG10418	b2688	2814883	2816439	GLUTCYSLIG-MONOMER	C3245
G6089	b0100	111564	111698		
G6432	b0832	871890	872801	YLID-MONOMER	C0917
EG11910	b3951	4143995	4146292	EG11910-MONOMER	C4910
G6715	b1394	1458264	1459052	G6715-MONOMER	
EG10474	b2725	2849974	2850435	EG10474-MONOMER	C3285
G0-8894		122697	122857		
G6879	b1636	1715026	1715889	PDXY-MONOMER	C2028
EG12321	b0128	143702	144472	YADH-MONOMER	C0157
G7304	b2487	2608487	2610154	MONOMER0-150	
G7259	b2418	2536386	2537237	PDXK-MONOMER	C2953
EG13236	b0732	767978	770611	EG13236-MONOMER	
EG10044	b1739	1821918	1822256	EG10044-MONOMER	C2138
G7896	b4274	4499599	4499934		
EG11487	b1638	1717351	1718007	PDXH-MONOMER	C2030
EG10541	b3456	3594203	3595480	LIVM-MONOMER	C4246
G7511	b2898	3041313	3042293	G7511-MONOMER	C3479
G7301	b2484	2604811	2606250	MONOMER0-141	
EG12202	b4241	4466299	4467246	EG12202-MONOMER	C5340
EG12399	b1198	1247696	1249114	EG12399-MONOMER	C1656
EG10777	b1305	1368801	1369025	EG10777-MONOMER	C1775
G6790	b1500	1583762	1583959	MONOMER0-2841	C1929
G6687	b1364	1425178	1425459		
EG11752	b1897	1981587	1982387	TREHALOSEPHOSPHASYN-MONOMER	C2311
G7037	b1918	1997811	1998479	G7037-MONOMER	C2332
G6973	b1787	1873574	1874077	G6973-MONOMER	C2192
EG11947	b4073	4290476	4291432	NRFD-MONOMER	C5069
EG11017	b1197	1245679	1247376	TREHALAPERI-MONOMER	C1654
EG12133	b2426	2543832	2544623	EG12133-MONOMER	C2960
EG10778	b1306	1369025	1369384	EG10778-MONOMER	C1777
G7311	b2494	2616094	2617557	G7311-MONOMER	C3011
G0-9961	b4617	3853443	3853556		
EG12629	b3437	3577065	3577592	GLUCONOKINII-MONOMER	C4225
EG12077	b3478	3616182	3617015	NIKC-MONOMER	C4271
G6339	b0613	646631	647509	G6339-MONOMER	C0701
EG11150	b2481	2601201	2601818	MONOMER0-152	
EG12127	b4240	4464759	4466180	TREB-MONOMER	C5339
EG11866	b3902	4093448	4094272	RHAMNULPALDOL-MONOMER	C4851
EG11514	b3214	3361176	3361940	EG11514-MONOMER	
G0-10597	b4607	2700059	2700377		
EG10033	b1002	1065585	1066826	GLUCOSE-1-PHOSPHAT-MONOMER	C1137
G7837	b4149	4377189	4377722	G7837-MONOMER	C5237
EG10303	b0153	171462	173444	FHUB-MONOMER	C0188
G7451	b2793	2924735	2925280	G7451-MONOMER	C3359
EG12068	b2208	2303003	2303497	NAPF-MONOMER	C2747
G6655	b1317	1380148	1380807	G6655-MONOMER	C1789
G6403	b0786	819884	820588	G6403-MONOMER	C0868
EG11075	b3564	3727917	3729371	XYLULOKIN-MONOMER	C4384
EG12715	b0173	193521	194717	DXPREDISOM-MONOMER	
G0-16687	b4721	4556654	4556797	MONOMER0-4392	
G7818	b3975	4175213	4175368		
EG12144	b0688	713558	715198	PHOSPHOGLUCMUT-MONOMER	C0775
G0-10701		3067187	3067344	RNA0-363	
G6801	b1514	1603019	1604047	YDEY-MONOMER	
EG12410	b2467	2582903	2583478	EG12410-MONOMER	C2994
G7305	b2488	2610164	2610709	MONOMER0-144	
EG11751	b1896	1980188	1981612	TREHALOSE6PSYN-MONOMER	C2310
EG11542	b0494	519139	519765	THIOESTERI-MONOMER	C0615
EG10144	b1734	1817148	1818500	EG10144-MONOMER	C2133
EG11294	b1208	1262026	1262877	EG11294-MONOMER	C1666
EG11133	b1708	1792267	1792731	EG11133-MONOMER	C2104
G6516	b1005	1067918	1068148		
EG10369	b0124	138835	141225	GLUCDEHYDROG-MONOMER	C0153
G7742	b3399	3528669	3529337	G7742-MONOMER	C4170
EG12836	b3270	3421325	3422428	YHDY-MONOMER	C4036
G7316	b2505	2629792	2630310	G7316-MONOMER	C3024
G7302	b2485	2606262	2606912	MONOMER0-142	
EG10754	b0871	909331	911049	PYRUVOXID-MONOMER	C1004
G6881	b1641	1719876	1720343	G6881-MONOMER	C2033
EG10055	b0061	65855	66550	RIBULPEPIM-MONOMER	C0073
EG12362	b2265	2379348	2380643	MENF-MONOMER	C2809
G6292	b0532	559697	562300	G6292-MONOMER	
G0-8911		2835055	2835167		C0664
EG11448	b4069	4285413	4287371	ACS-MONOMER	C5064
G0-16680	b4718	3658992	3659082	RNA0-392	
EG10289	b4288	4511458	4512414	FECD-MONOMER	
G0-10694	b4704	3657985	3658054	RNA0-351	
EG11282	b2482	2601818	2603836	MONOMER0-153	
EG11319	b1236	1291457	1292365	GLUC1PURIDYLTRANS-MONOMER	C1700
EG12290	b3586	3752963	3754099	EG12290-MONOMER	
M012	b0349	371239	372105	MHPCHYDROL-MONOMER	
EG11044	b2311	2428057	2428626	UBIX-MONOMER	C2855
EG11472	b3832	4017333	4018760	EG11472-MONOMER	C4781
G7561	b3004	3150722	3150967		
EG10362	b0759	791039	792055	UDPGLUCEPIM-MONOMER	C0835
EG10951	b4387	4624145	4624789	EG10951-MONOMER	C5472
G6754	b1443	1514762	1515556	YDCV-MONOMER	C1867
G7657	b3190	3336549	3336803	G7657-MONOMER	C3948
G0-8873	b4456	3986432	3986603	SRAJ-RNA	
EG10653	b3365	3494011	3496554	NIRB-MONOMER	C4141
EG10363	b0757	788831	789979	GALACTOKIN-MONOMER	C0833
G7247	b2384	2504510	2505547	G7247-MONOMER	C2923
G7858	b4196	4422186	4422836	G7858-MONOMER	C5285
EG11532	b2261	2375000	2375962	O-SUCCINYLBENZOATE-COA-SYN-MONOMER	C2804
G6759	b1448	1518328	1518846	G6759-MONOMER	C1873
G0-8867	b4443	2942696	2942901	GCVB-RNA	
G6336	b0609	643407	643868		
EG10366	b0758	789983	791029	GALACTURIDYLYLTRANS-MONOMER	C0834
G6210	b0358	380069	380842	G6210-MONOMER	C0467
EG12011	b2130	2217400	2218557	YEHY-MONOMER	C2660
G0-16636	b4759	1991748	1991814	RNA0-388	
G0-9042	b4454	3700136	3700199	RDLD-RNA	
EG11552	b2713	2837578	2838105	EG11552-MONOMER	C3269
G7821	b4089	4312101	4312991	G7821-MONOMER	C5095
G0-10471	b4558	3994522	3994725	MONOMER0-2693	C4729
G7334	b2540	2670908	2671228	HCAC-MONOMER	
EG10508	b0421	440202	441101	FPPSYN-MONOMER	C0532
EG12224	b3487	3629535	3630602	EG12224-MONOMER	C4287
G0-10677	b4699	1409129	1409250	RNA0-349	
G0-8906		2496194	2496629		
EG11556	b0008	8238	9191	TRANSALDOLB-MONOMER	C0012
EG11436	b4269	4495190	4496209	EG11436-MONOMER	C5370
EG10751	b1124	1182826	1183620	POTC-MONOMER	C1399
EG10847	b3482	3619192	3623427	EG10847-MONOMER	
G0-8901	b4427	1437121	1437231	TKE8-RNA	
G7306	b2489	2610706	2611464	MONOMER0-151	
M004	b3386	3514382	3515059	RIBULP3EPIM-MONOMER	C4156
G7608	b3090	3241193	3241744	G7608-MONOMER	C3848
G6712	b1391	1455925	1456422	G6712-MONOMER	
EG11473	b3833	4018855	4019610	2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER	C4782
G7187	b2293	2411439	2412089	G7187-MONOMER	C2834
G0-10602	b4611	3195097	3195240	RNA0-332	
G7353	b2596	2736913	2737119		
EG11797	b2464	2578666	2579616	TRANSALDOLA-MONOMER	C2989
G6629	b1202	1253085	1255952	G6629-MONOMER	C0426
EG10388	b0810	846460	847119	GLNP-MONOMER	C0895
G6126	b0251	266110	266553	G6126-MONOMER	
G0-8885	b4437	2153646	2153781	RYED-RNA	
EG12332	b0156	176610	176954	EG12332-MONOMER	C0191
EG11427	b2935	3079644	3081635	TRANSKETOI-MONOMER	C3520
G0-10738		297137	297304	RNA0-378	
G6143	b0271	286789	288399	G6143-MONOMER	
G7423	b2747	2871780	2872490	G7423-MONOMER	C3314
G0-10440	b4514	736445	736699	MONOMER0-2662	
EG31115	b1574	1649382	1649434	DICF-RNA	
G6221	b0370	389897	390115		
EG12100	b2465	2579636	2581639	TRANSKETOII-MONOMER	C2990
EG11851	b3886	4076146	4077018	EG11851-MONOMER	C4833
EG10386	b0811	847258	848004	GLNH-MONOMER	C0896
EG11293	b1209	1262877	1263500	EG11293-MONOMER	C1667
G0-8878	b4438	2167114	2167200	RYEE-RNA	
G7303	b2486	2606917	2608497	MONOMER0-143	
EG11443	b2914	3058666	3059325	RIB5PISOMA-MONOMER	C3495
EG10412	b3500	3646299	3647651	GLUTATHIONE-REDUCT-NADPH-MONOMER	C4299
EG12957	b2388	2508461	2509426	GLUCOKIN-MONOMER	C2927
EG11369	b4039	4252506	4253003	CHORPYRLY-MONOMER	C5009
G7499	b2880	3020540	3021319	G7499-MONOMER	C3458
G7047	b1954	2025223	2025313	DSRA-RNA	
G0-8900	b4743	1409308	1409481	MONOMER0-4420	
EG10401	b2240	2351016	2352374	GLPT-MONOMER	C2781
G7024	b1874	1958520	1959266	G7024-MONOMER	C2289
EG11625	b0863	902257	902988	ARTI-MONOMER	C0996
G6527	b1018	1082243	1083370	G6527-MONOMER	C1156
G0-8863	b4431	1770372	1770477	RPRA-RNA	
					
EG10396	b3927	4117245	4118090	GLPF-MONOMER	C4879
G0-9582	b4415	607836	607988	MONOMER0-1581	
EG12292	b3588	3754973	3756511	ALDDEHYDROGB-MONOMER	C4408
EG11324	b2907	3052340	3053518	OCTAPRENYL-METHOXYPHENOL-OH-MONOMER	C3489
G0-10705		4058171	4058242		
G0-8913	b4447	3194721	3194865	C0730-RNA	
G7034	b1903	1987444	1987782		
EG10392	b2242	2354265	2355524	ANGLYC3PDEHYDROGSUBUNITB-MONOMER	C2783
EG12859	b1424	1496856	1498511	EG12859-MONOMER	C1849
G6248	b0448	468871	470643	MDLA-MONOMER	C0565
EG11744	b1494	1572407	1575202	EG11744-MONOMER	C1923
G0-10610	b4625	4579835	4579911	RNA0-334	
EG11748	b0132	146968	147870	EG11748-MONOMER	C0162
EG11050	b3449	3587370	3588113	GLYCPDIESTER-CYTO-MONOMER	C4238
EG11261	b0851	891184	891906	EG11261-MONOMER	C0984
EG12013	b2132	2219692	2221989	EG12013-MONOMER	C2663
EG12437	b2260	2373648	2375003	O-SUCCINYLBENZOATE-COA-LIG-MONOMER	C2803
EG10266	b3265	3413864	3415021	EG10266-MONOMER	C4031
G0-8886	b4446	3056851	3056991	RYGC-RNA	
G6090	b0105	114407	114514		
EG10398	b3926	4115714	4117222	GLYCEROL-KIN-MONOMER	C4878
G7853	b4190	4416952	4417701	G7853-MONOMER	C5278
EG11622	b0449	470636	472417	MDLB-MONOMER	C0566
G7492	b2873	3010028	3011413	G7492-MONOMER	C3451
EG31116	b4458	4158278	4158394	OXYS-RNA	
G7197	b2305	2422649	2423539	G7197-MONOMER	
EG10393	b2243	2355521	2356711	ANGLYC3PDEHYDROGSUBUNITC-MONOMER	C2784
G6993	b1809	1893367	1893711	G6993-MONOMER	C2213
EG11065	b1521	1609229	1610680	ALTRO-OXIDOREDUCT-MONOMER	
EG11081	b0029	26277	27227	EG11081-MONOMER	C0033
G6425	b0822	859213	860028	G6425-MONOMER	C0907
EG30063	b4439	2313084	2313176	MICF-RNA	
G0-8896		238462	238586		C0067
EG11904	b3945	4137932	4139035	GLYCDEH-MONOMER	C4904
G0-16688	b4723	1051684	1051872	MONOMER0-4393	
EG10613	b0914	966621	968369	EG10613-MONOMER	C1054
G0-10702		3354064	3354169		
G0-8872	b4451	3580922	3581016	SRAI-RNA	
G7934	b4584	4568998	4569918	G7934-MONOMER	
EG10399	b2239	2349935	2351011	GLYCPDIESTER-PERI-MONOMER	C2780
EG12444	b1110	1167599	1168138	EG12444-MONOMER	C1383
EG10817	b3748	3933351	3933770	EG10817-MONOMER	C4676
EG11816	b2746	2871301	2871780	EG11816-MONOMER	C3313
EG11548	b1653	1729087	1733703	EG11548-MONOMER	C2047
G0-8866	b4442	2814802	2814874	SRAD-RNA	
EG10394	b3426	3562013	3563518	AERGLYC3PDEHYDROG-MONOMER	C4203
EG11164	b3037	3179744	3180415	EG11164-MONOMER	C3783
G6462	b0879	920347	922293	MACB	C1016
G7756	b3439	3578950	3579645	G7756-MONOMER	C4228
G0-8914	b4452	3664864	3664969	IS183-RNA	
G377	b1941	2016554	2017927	G377-MONOMER	C2358
EG10391	b2241	2352647	2354275	ANGLYC3PDEHYDROGSUBUNITA-MONOMER	C2782
G7371	b2636	2770681	2771124	G7371-MONOMER	
EG10527	b0344	363231	366305	BETAGALACTOSID-MONOMER	C0459
EG10579	b2264	2377589	2379259	MEND-MONOMER	C2808
G6945	b1750	1833401	1834111	G6945-MONOMER	C2151
G0-10671	b4698	1622817	1622914	RNA0-348	
EG20091	b3608	3782642	3783661	GLYC3PDEHYDROGBIOSYN-MONOMER	C4430
G6329	b0600	633586	634746	G6329-MONOMER	C0688
EG11742	b1496	1577657	1579342	YDDA-MONOMER	C1925
G0-16685	b4722	4556913	4556996	MONOMER0-4390	
G0-8899	b4426	1405658	1405751	IS061-RNA	
G7354	b2603	2741875	2742393	G7354-MONOMER	C3124
EG10993	b3616	3790320	3791345	THREODEHYD-MONOMER	C4443
G0-10698		1670949	1671136		
EG10052	b0062	66835	68337	ARABISOM-MONOMER	C0074
EG11474	b3834	4019624	4020229	EG11474-MONOMER	C4783
EG12337	b0164	184257	185069	EG12337-MONOMER	
G0-10598	b4608	2700520	2700598	RNA0-330	
EG10512	b3617	3791355	3792551	AKBLIG-MONOMER	C4444
EG11488	b1639	1718066	1718395	EG11488-MONOMER	C2031
EG10928	b0377	396639	397859	SBMA-MONOMER	C0482
EG11110	b0736	774752	775156	EG11110-MONOMER	C0815
G0-8884	b4436	2153311	2153454	RYEC-RNA	
EG11643	b1535	1622960	1623850	EG11643-MONOMER	C1963
G7627	b3114	3260124	3262418	KETOBUTFORMLY-MONOMER // KETOBUTFORMLY-INACT-MONOMER	C3872
G7731	b3379	3507712	3508590	G7731-MONOMER	C4149
G7726	b3374	3503167	3503952	G7726-MONOMER	
EG10017	b3187	3333710	3334681	OPPSYN-MONOMER	C3945
G7266	b2431	2549646	2550545	G7266-MONOMER	C2965
EG30098	b3864	4049899	4050009	SPF-RNA	
EG11172	b3115	3262452	3263660	PROPKIN-MONOMER	C4530
G6770	b1463	1534024	1534869	G6770-MONOMER	C1895
EG12070	b2211	2306972	2308615	YOJI-MONOMER	C2752
G6243	b0442	463937	464308	G6243-MONOMER	C0558
G7234	b2371	2488023	2489168	G7234-MONOMER	C2907
G6971	b1785	1870385	1871860	G6971-MONOMER	C2190
EG10582	b3939	4128672	4129832	O-SUCCHOMOSERLYASE-MONOMER	C4892
G0-16662	b4760	3808166	3808238	RNA0-390	
G6709	b1388	1453927	1454856	G6709-MONOMER	
G7508	b2889	3033065	3033613	IPPISOM-MONOMER	C3467
EG12240	b3513	3659232	3660389	EG12240-MONOMER	C4324
G6806	b1519	1607346	1608104	G6806-MONOMER	C1942
EG13139	b1386	1449076	1451349	AMINEOXID-MONOMER	
EG11445	b2918	3062987	3063982	EG11445-MONOMER	
EG11405	b0887	929196	930962	CYDD-MONOMER	C1024
EG10849	b0497	523261	527541	EG10849-MONOMER	
EG11032	b0888	931085	932050	THIOREDOXIN-REDUCT-NADPH-MONOMER	C1025
EG12396	b2067	2143266	2146583	EG12396-MONOMER	C2594
EG10990	b3117	3265039	3266028	THREDEHYDCAT-MONOMER	C3875
G7615	b3101	3250562	3250954	G7615-MONOMER	C3859
G495	b2901	3043662	3045101	G495-MONOMER	C3482
EG11370	b4040	4253016	4253888	4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER	C5010
G7192	b2300	2419234	2419788	G7192-MONOMER	C2843
G7928	b4331	4560930	4561484	G7928-MONOMER	
EG10027	b2296	2413470	2414672	ACETATEKINA-MONOMER	C2838
G6699	b1376	1435185	1435619	G6699-MONOMER	C1821
EG10012	b0886	927474	929195	CYDC-MONOMER	C1023
G6190	b0325	342884	343933	G6190-MONOMER	C0447
G6342	b0616	649582	650490	CITRYLY-MONOMER	C0706
G6972	b1786	1872041	1873531	G6972-MONOMER	C2191
EG20173	b2297	2414747	2416891	PHOSACETYLTRANS-MONOMER	C2840
G0-16601	b4717	1958441	1958747	RNA0-386	
EG12284	b3580	3747084	3748580	LYXK-MONOMER	C4403
G6365	b0662	695101	696276	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON	C0748
G0-10448	b4527	1419156	1419311	MONOMER0-2670	
EG10628	b3924	4113726	4114472	FLAVONADPREDUCT-MONOMER	C4876
EG10622	b0086	94650	96008	UDP-NACMURALGLDAPAALIG-MONOMER	C0104
EG12016	b2135	2225044	2225631	EG12016-MONOMER	C2667
EG10081	b3390	3518543	3519064	AROK-MONOMER	C4160
EG11345	b1132	1191990	1192631	EG11345-MONOMER	C1511
G7860	b4198	4423700	4424386	G7860-MONOMER	C5288
G6776	b1481	1556065	1556280	G6776-MONOMER	C1914
G7263	b2428	2545773	2546669	G7263-MONOMER	C2961
EG10780	b1308	1369689	1370003	EG10780-MONOMER	C1779
EG11827	b4090	4313350	4313799	RIB5PISOMB-MONOMER	C5096
EG11333	b2906	3051115	3052317	EG11333-MONOMER	C3488
G7531	b2955	3097267	3098403	G7531-MONOMER	C3541
G7517	b2920	3064802	3066280	G7517-MONOMER	
G6576	b1119	1178593	1179504	G6576-MONOMER	C1394
G7064	b1978	2044995	2052014	G7064-MONOMER	C2439
EG10076	b1693	1774686	1775444	AROD-MONOMER	C2088
G6542	b1036	1100296	1100787	G6542-MONOMER	C1298
EG12319	b0126	142008	142670	EG12319-MONOMER	C0155
G6532	b1025	1092876	1094234	G6532-MONOMER	C1164
EG12183	b0433	452070	453545	AMPG-MONOMER	C0544
G0-9609	b4425	1287066	1287236	RNA0-164	
EG10524	b0342	361249	361860	GALACTOACETYLTRAN-MONOMER	C0457
EG12438	b2263	2376834	2377592	EG12438-MONOMER	C2807
G0-10706		4441225	4441330	RNA0-368	
G7419	b2738	2863593	2864231	G7419-MONOMER	C3299
G7265	b2430	2548102	2549406	G7265-MONOMER	
EG12875	b0772	805998	807281	EG12875-MONOMER	C0849
EG10073	b0908	958812	960095	AROA-MONOMER	C1046
EG11764	b3597	3770243	3771379	EG11764-MONOMER	C4414
EG11843	b3878	4067240	4069276	EG11843-MONOMER	
EG12403	b1218	1272507	1273202	EG12403-MONOMER	C1678
G6621	b1192	1242166	1243080	G6621-MONOMER	C1641
EG11263	b3322	3453508	3453927	EG11263-MONOMER	C4093
EG10349	b2802	2935584	2937359	FUCISOM-MONOMER	C3371
EG11143	b2232	2339567	2340289	DHHB-METHYLTRANSFER-MONOMER	C2774
EG10307	b3361	3490861	3491463	EG10307-MONOMER	C4136
G6890	b1650	1726659	1727756	G6890-MONOMER	C2043
EG12440	b4233	4455785	4457158	EG12440-MONOMER	C5331
G7915	b4303	4528111	4528917	G7915-MONOMER	
EG10082	b0388	406405	406929	AROL-MONOMER	C0495
G7497	b2878	3016060	3019158	G7497-MONOMER	C3456
G7932	b4335	4564699	4565850	G7932-MONOMER	C5418
EG10150	b1882	1967048	1967437	MONOMER0-4170 // PHOSPHO-CHEY // CHEY-MONOMER	C2297
EG10041	b0110	118733	119284	EG10041-MONOMER	C0129
G6997	b1816	1900029	1901585	G6997-MONOMER	C2222
G81	b3092	3243329	3244741	UXAC-MONOMER	C3850
EG11880	b3930	4119423	4120349	DMK-MONOMER	C4883
G6482	b0940	999216	1001816	G6482-MONOMER	
G6343	b0617	650487	650783	ACPSUB-MONOMER	
G6880	b1640	1718493	1719602	G6880-MONOMER	C2032
G0-16689	b4724	1638256	1638444	MONOMER0-4394	
EG10077	b3281	3430020	3430838	AROE-MONOMER	C4042
G0-10703		3367613	3367770		
EG10744	b1603	1676371	1677903	PNTA-MONOMER	C1995
EG12002	b2121	2207967	2209103	EG12002-MONOMER	C2651
G6567	b1107	1164095	1165120	G6567-MONOMER	C1380
EG12705	b2958	3100904	3101623	EG12705-MONOMER	C3544
G7631	b3132	3278914	3280194	G7631-MONOMER	C3887
EG11476	b3835	4020226	4021866	2-OCTAPRENYLPHENOL-HYDROX-MONOMER	C4784
EG11571	b0065	71351	72115	EG11571-MONOMER	C0081
G7911	b4298	4524105	4525010	G7911-MONOMER	
EG10160	b4213	4434622	4436565	CPDB-MONOMER	C5312
EG11188	b3618	3792826	3793683	EG11188-MONOMER	
EG10074	b3389	3517398	3518486	AROB-MONOMER	C4159
EG10015	b2516	2641831	2642844	EG10015-MONOMER	C3038
G6277	b0508	535710	536486	G6277-MONOMER	C0623
G7049	b1956	2026323	2028017	G7049-MONOMER	C2374
EG11332	b2498	2620246	2620872	URACIL-PRIBOSYLTRANS-MONOMER	C3015
G7767	b3472	3609955	3610512	G7767-MONOMER	C4265
G6627	b1200	1249768	1250838	G6627-MONOMER	C1658
EG10370	b2515	2640686	2641804	EG10370-MONOMER	C3037
G7450	b2792	2923784	2924113	G7450-MONOMER	C3358
EG10425	b1619	1697273	1698040	7-ALPHA-HYDROXYSTEROID-DEH-MONOMER	C2011
EG10661	b2235	2347384	2348514	NRDB-MONOMER	C2777
G6980	b1794	1877715	1878740	G6980-MONOMER	C2199
EG11234	b1692	1773789	1774655	EG11234-MONOMER	C2087
G6387	b0718	749722	752169	G6387-MONOMER	C3792
G7553	b2989	3138727	3139593	G7553-MONOMER	C3726
EG12880	b2604	2742383	2743609	EG12880-MONOMER	C3125
EG10048	b0049	50380	51222	EG10048-MONOMER	C0061
G0-16686	b4720	4556574	4556675	MONOMER0-4391	
EG12522	b3128	3275282	3276853	GALACTARDEHYDRA-MONOMER	C3883
G7582	b3042	3184840	3185130	G7582-MONOMER	C3796
G0-10700		2278258	2278498		
EG12361	b2842	2982497	2983258	KDUD-MONOMER	C3439
G6358	b0651	683477	684412	G6358-MONOMER	C0735
EG12387	b2660	2789982	2791250	EG12387-MONOMER	C3208
EG10078	b2601	2740080	2741150	AROF-MONOMER	C3122
EG11540	b1004	1067112	1067708	PD01343	C1140
G7493	b2874	3011461	3012393	G7493-MONOMER	C3452
EG10257	b1851	1932793	1934604	PGLUCONDEHYDRAT-MONOMER	C2264
EG11265	b0910	961201	961884	CMPKI-MONOMER	C1048
EG11121	b1253	1311848	1312246	EG11121-MONOMER	C1719
EG11956	b4084	4306870	4307799	EG11956-MONOMER	C5090
EG11396	b3843	4024988	4026481	EG11396-MONOMER	C4790
G7732	b3380	3508587	3509813	G7732-MONOMER	C4150
EG11844	b3879	4069475	4070401	EG11844-MONOMER	
EG10422	b0104	113444	114487	GMP-REDUCT-MONOMER	C0124
G7296	b2473	2593072	2593770	G7296-MONOMER	C3001
EG10075	b2329	2446388	2447473	AROC-MONOMER	C2875
G6840	b1582	1655347	1655673	G6840-MONOMER	C1972
G7195	b2303	2421325	2421687	H2NTPEPIM-MONOMER	C2846
EG10337	b2168	2261427	2262365	1-PFK-MONOMER	C2703
EG10030	b1623	1702233	1703234	ADENODEAMIN-MONOMER	C2015
G6287	b0518	546680	548347	G6287-MONOMER	C0632
EG11698	b0756	787797	788837	ALDOSE1EPIM-MONOMER	C0832
G6912	b1686	1765222	1765632	G6912-MONOMER	C2081
G0-16677	b4700	607734	607792		
EG11444	b2917	3060850	3062994	METHYLMALONYL-COA-MUT-MONOMER	C3498
EG12381	b2676	2803502	2804461	NRDF-MONOMER	C3229
G0-10624		3720680	3722049	MONOMER0-2851	C0232
G6777	b1483	1557112	1558038	YDDO-MONOMER	
EG12248	b3522	3673362	3674375	EG12248-MONOMER	C4333
G6661	b1325	1388930	1389895	G6661-MONOMER	C1797
EG11082	b0030	27293	28207	EG11082-MONOMER	
EG11465	b3818	4002813	4003193	EG11465-MONOMER	
EG10381	b3431	3569346	3571319	EG10381-MONOMER	C4218
EG11368	b2262	2375962	2376819	NAPHTHOATE-SYN-MONOMER	C2805
EG10854	b0633	664102	665190	EG10854-MONOMER	C0724
