GeneName	 Accession-1	 Left-End-Position	 Right-End-Position	Product	Map to Escherichia coli CFT073
EG10404	b3213	3359198	3360616	GLUSYNSMALL-MONOMER	C3974
G6901	b1673	1751728	1753830	G6901-MONOMER	C2067
EG10437	b4173	4400672	4401952	EG10437-MONOMER	C5257
G7405	b2682	2809617	2810354	G7405-MONOMER	C3235
EG10942	b3590	3758017	3759861	EG10942-MONOMER	C4411
EG10383	b3870	4056625	4058034	ADENYLYL-GS // GLUTAMINESYN-MONOMER	C4819
EG11226	b0074	81958	83529	2-ISOPROPYLMALATESYN-MONOMER	C0091
G6765	b1454	1526247	1526864	G6765-MONOMER	C1880
EG10906	b3341	3473542	3474081	EG10906-MONOMER	C4114
EG10803	b1854	1937649	1939091	PKII-MONOMER	C2268
G6944	b1748	1830762	1831982	SUCCORNTRANSAM-MONOMER	C2148
G6652	b1314	1376034	1376822	G6652-MONOMER	C1786
EG10975	b2576	2712896	2714230	EG10975-MONOMER	C3100
G7006	b1833	1916258	1917541	G7006-MONOMER	C2242
EG10883	b3318	3451382	3451684	EG10883-MONOMER	C4087
EG12191	b0450	472598	472936	URIDYLYL-PII2 // PROTEIN-PII2	C0568
EG11577	b0073	80867	81958	3-ISOPROPYLMALDEHYDROG-MONOMER	C0090
G6563	b1085	1144502	1144822	G6563-MONOMER	C1354
EG10867	b3319	3451681	3452286	EG10867-MONOMER	C4089
EG10481	b2718	2843036	2843446	EG10481-MONOMER	C3278
G6522	b1011	1072171	1072863	G6522-MONOMER	C1148
G6394	b0753	784937	785317	G6394-MONOMER	C0829
EG12794	b3180	3327790	3328083	EG12794-MONOMER	C3937
EG10657	b3661	3839175	3839993	EG10657-MONOMER	C4583
EG50004	b0953	1015715	1015882	EG50004-MONOMER	
EG11602	b3053	3196801	3199641	GLNE-MONOMER	C3801
EG11280	b0075	83622	83708	EG11280-MONOMER	C5492
G6184	b0319	335925	336788	G6184-MONOMER	C0440
EG12114	b4375	4609414	4611003	EG12114-MONOMER	C5456
EG10031	b1241	1295446	1298121	ADHE-MONOMER	C1705
G6519	b1008	1070365	1070955	G6519-MONOMER	C1145
G0-10608	b4622	4304128	4304403	MONOMER0-2830	C5088
G7841	b4161	4390457	4391509	G7841-MONOMER	C5248
G6491	b0951	1013259	1014899	G6491-MONOMER	C1087
EG10919	b0023	20815	21078	EG10919-MONOMER	C0027
EG10642	b1223	1277957	1279348	NARK-MONOMER	C1684
EG10539	b3460	3598555	3599658	LIVJ-MONOMER	C4253
G0-10464	b4548	2776877	2777077	MONOMER0-2686	
EG10903	b3296	3441055	3441675	EG10903-MONOMER	C4057
EG10478	b2721	2844762	2846471	HYCELARGE-MONOMER	C3281
EG10384	b2553	2687070	2687408	URIDYLYL-PII // PROTEIN-PII	C3076
EG12434	b3055	3201207	3201827	EG12434-MONOMER	C3805
EG10210	b1343	1409511	1410884	EG10210-MONOMER	C1817
G7888	b4261	4486218	4487318	G7888-MONOMER	C5362
EG10880	b2606	2744183	2744530	EG10880-MONOMER	C3127
G7072	b1988	2061016	2061933	G7072-MONOMER	C2446
EG11575	b0071	78848	79453	LEUD-MONOMER	C0087
EG12229	b3492	3636208	3637410	EG12229-MONOMER	C4290
EG10864	b3984	4178879	4179583	EG10864-MONOMER	C4940
EG11169	b3062	3207371	3207976	TTDB-MONOMER	C3813
EG12345	b1539	1627517	1628263	EG12345-MONOMER	C1965
EG12004	b2123	2211225	2211686	EG12004-MONOMER	C2653
G6321	b0573	597131	597463	G6321-MONOMER	C0659
EG11681	b3203	3346173	3346460	EG11681-MONOMER	C3963
G6523	b1012	1072863	1074011	G6523-MONOMER	C1149
EG11040	b4054	4267114	4268307	TYRB-MONOMER	C5031
EG11759	b1271	1328354	1329112	EG11759-MONOMER	C1736
EG10916	b3311	3448314	3448568	EG10916-MONOMER	C4076
EG10475	b2724	2849238	2849849	HYCBSMALL-MONOMER	C3284
EG12153	b1469	1542672	1544060	NARU-MONOMER	C1901
EG11462	b4482	4000292	4001056	EG11462-MONOMER	C4736
G6483	b0941	1001807	1002877	G6483-MONOMER	
G7685	b3240	3386221	3388188	G7685-MONOMER	C3995
EG10900	b0911	961995	963668	EG10900-MONOMER	C1049
EG10175	b0340	359489	359959	CYANLY-MONOMER	
G6649	b1311	1373222	1374103	YCJO-MONOMER	C1783
EG11154	b2823	2962441	2962764	EG11154-MONOMER	C3417
EG10877	b3313	3448759	3449169	EG10877-MONOMER	C4079
EG10804	b1676	1755698	1757110	PKI-MONOMER	C2071
EG10176	b0339	358799	359458	CARBODEHYDRAT-MONOMER	
G7653	b3159	3302489	3303367	G7653-MONOMER	C3912
EG11156	b2825	2963153	2963716	EG11156-MONOMER	C3419
EG12933	b3410	3542728	3542964	EG12933-MONOMER	C4187
EG10761	b1211	1265012	1266094	EG10761-MONOMER	C1669
EG10177	b0341	359992	361146	CYNX-MONOMER	
EG12625	b3543	3704771	3705790	DPPB-MONOMER	C4358
G7523	b2941	3086399	3086650	G7523-MONOMER	C3527
G6571	b1113	1169412	1170374	G6571-MONOMER	C1387
EG10357	b4122	4345680	4347326	FUMB-MONOMER	C5127
G6952	b1757	1839467	1840774	G6952-MONOMER	C2158
G7469	b2849	2989935	2990360	G7469-MONOMER	
G6164	b0293	310084	310671	G6164-MONOMER	C0404
G7406	b2683	2810344	2810679	G7406-MONOMER	C3236
EG10760	b1830	1912768	1914816	EG10760-MONOMER	C2239
EG11705	b3678	3856911	3858404	EG11705-MONOMER	C4601
EG11767	b3485	3625679	3626803	YHHJ-MONOMER	C4285
G7346	b2562	2699663	2699923	G7346-MONOMER	C3086
EG10213	b0381	399829	400923	DALADALALIGA-MONOMER	C0487
EG10701	b0903	951272	953554	PYRUVFORMLY-MONOMER	
EG10043	b4214	4436755	4437495	EG10043-MONOMER	C5313
G7191	b2299	2418634	2419176	G7191-MONOMER	C2842
EG10313	b4318	4547742	4548272	EG10313-MONOMER	C5397
G7007	b1834	1917510	1920143	G7007-MONOMER	C2243
G6422	b0819	854824	855744	G6422-MONOMER	C0905
G6907	b1681	1760520	1761791	G6907-MONOMER	C2076
EG10675	b1244	1302899	1303819	OPPB-MONOMER	C1708
G7075	b4582			G7075-MONOMER	
EG10623	b0090	99644	100711	NACGLCTRANS-MONOMER	C0108
EG10479	b2720	2844210	2844752	HYCF-MONOMER	C3280
EG11378	b1684	1764018	1764386	EG11378-MONOMER	C2079
G7890	b4263	4488561	4490063	G7890-MONOMER	C5364
G7637	b3142	3287426	3288010	G7637-MONOMER	
G6492	b0952	1014896	1015459	G6492-MONOMER	C1088
EG10013	b1856	1940313	1941635	EG10013-MONOMER	C2270
G6788	b1498	1580842	1582524	G6788-MONOMER	C1927
EG10007	b2307	2424517	2425233	HISM-MONOMER	C2849
G6963	b1776	1860256	1861332	G6963-MONOMER	C2181
G7668	b3208	3349081	3349809	G7668-MONOMER	C3968
EG50010	b0356	378462	379571	ADHC-MONOMER	C0465
EG10197	b2424	2541679	2542512	CYST-MONOMER	C2958
G7718	b3353	3483202	3484224	G7718-MONOMER	C4128
EG12359	b0719	752229	752795	EG12359-MONOMER	
EG10167	b0598	629894	631999	EG10167-MONOMER	C0685
EG12015	b2134	2223938	2224870	EG12015-MONOMER	C2665
G6219	b0367	386971	387798	TAUC-MONOMER	C0475
EG12368	b1859	1943414	1944199	ZNUB-MONOMER	C2273
G6896	b1668	1747131	1748735	G6896-MONOMER	C2060
EG10620	b0088	97087	98403	UDP-NACMURALA-GLU-LIG-MONOMER	C0106
EG10476	b2723	2847415	2849241	HYCC-MONOMER	C3283
EG10191	b2764	2890099	2891898	ALPHACOMP-MONOMER	C3323
G7205	b2334	2450587	2451075	G7205-MONOMER	C2880
G6412	b0795	828974	829972	G6412-MONOMER	C0878
G7322	b2519	2645013	2647325	G7322-MONOMER	C3042
G7454	b2810	2943337	2944542	G7454-MONOMER	C3381
EG11631	b0856	896134	897087	POTH-MONOMER	C0989
EG11494	b1097	1154112	1155134	EG11494-MONOMER	C1369
EG10358	b1611	1685185	1686588	FUMC-MONOMER	C2003
EG12423	b0368	387795	388646	MONOMER0-147	C0476
EG12325	b0136	151003	151599	EG12325-MONOMER	C0167
G7686	b3241	3388194	3389126	G7686-MONOMER	C3996
G6968	b1782	1865726	1866472	G6968-MONOMER	C2187
EG10186	b2752	2875421	2876329	CYSD-MONOMER	C3319
EG10555	b4033	4243531	4245075	MALF-MONOMER	C5003
EG11253	b0925	981047	982894	EG11253-MONOMER	C1067
EG10756	b3956	4150447	4153098	PEPCARBOX-MONOMER	C4915
G7038	b1919	1998494	1999480	DCYSDESULF-MONOMER	C2333
G6793	b1503	1587793	1588296	G6793-MONOMER	C1932
G6193	b0328	345666	346337	G6193-MONOMER	C0448
EG10544	b1677	1757421	1757657	EG10544-MONOMER	C2072
EG11955	b4083	4304612	4306597	EG11955-MONOMER	C5089
G7340	b2546	2675827	2676825	YPHD-MONOMER	C3068
G6782	b1488	1562495	1563076	G6782-MONOMER	
EG11391	b4376	4611396	4612001	EG11391-MONOMER	C5457
EG10089	b3801	3984352	3986007	ARYLSULFAT-MONOMER	C4719
EG11990	b2111	2191680	2192222	EG11990-MONOMER	C2638
EG10214	b0092	102233	103153	DALADALALIGB-MONOMER	C0110
G6908	b1682	1761766	1762512	G6908-MONOMER	C2077
G6409	b0792	825002	826108	YBHR-MONOMER	C0875
EG11735	b1019	1083376	1084647	EG11735-MONOMER	C1157
G6439	b0841	882792	883388	G6439-MONOMER	C0926
G7395	b2665	2796337	2796786	G7395-MONOMER	C3213
EG11600	b2521	2652494	2653339	EG11600-MONOMER	C3044
G6163	b0292	309358	310026	G6163-MONOMER	C0403
G6484	b0942	1002889	1003431	G6484-MONOMER	
EG10705	b1278	1339330	1340094	PGPPHOSPHAB-MONOMER	C1747
G6905	b1679	1758874	1759290	G6905-MONOMER	C2074
EG12125	b2308	2425230	2425916	HISQ-MONOMER	C2850
G6160	b0289	304495	305205	G6160-MONOMER	C0400
EG10040	b4150	4377811	4378944	EG10040-MONOMER	C5238
G0-41	b4410	4376317	4376442	MONOMER0-1562	C5234
EG10198	b2423	2540804	2541679	CYSW-MONOMER	C2957
EG11972	b0139	152829	155426	EG11972-MONOMER	C0170
EG11678	b0135	149715	150953	EG11678-MONOMER	C0166
EG12166	b0920	972622	973401	EG12166-MONOMER	C1061
G6477	b0935	994843	995988	MONOMER-162	C1078
G6802	b1515	1604047	1605039	YDEZ-MONOMER	
G6161	b0290	305174	306817	G6161-MONOMER	C0401
EG10621	b0085	93166	94653	UDP-NACMURALGLDAPLIG-MONOMER	C0103
EG10679	b1283	1343110	1343328	EG10679-MONOMER	C1753
EG10194	b2751	2873992	2875419	CYSN-MONOMER	C3318
EG12326	b0137	151626	152231	EG12326-MONOMER	C0168
G6290	b0530	558212	558754	G6290-MONOMER	
G7458	b2817	2947757	2949010	G7458-MONOMER	C3411
G7455	b2811	2944542	2944985	G7455-MONOMER	C3382
G2000	b1292	1353628	1354518	SAPC-MONOMER	C1769
G6162	b0291	306807	309332	G6162-MONOMER	C0402
EG10606	b0635	666316	668217	EG10606-MONOMER	C0726
G7528	b2952	3095820	3096386	G7528-MONOMER	C3538
G6217	b0365	385232	386194	TAUA-MONOMER	C0472
G7760	b3443			G7760-MONOMER	C4234
EG10314	b4319	4548285	4548788	EG10314-MONOMER	C5399
G7073	b1990	2062391	2063323	G7073-MONOMER	C2476
EG10189	b2762	2887578	2888312	PAPSSULFOTRANS-MONOMER	C3321
EG10816	b3750	3935288	3936253	RBSC-MONOMER	C4678
G0-16672	b4657	4534430	4534675	G0-16672-MONOMER	
EG11358	b3189	3335235	3336494	UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER	C3947
G0-9562	b4411	4376553	4376699	MONOMER0-1563	C5235
G7071	b1987	2059964	2060914	G7071-MONOMER	C2447
G0-16655	b4642	2078549	2078677		
G7640	b3145	3291341	3292432	G7640-MONOMER	
EG10580	b2328	2445560	2446384	EG10580-MONOMER	C2874
G8203	b0701	733370	733591		
EG12178	b4136	4363345	4365042	MONOMER0-4573 // DSBD-MONOMER	C5218
EG10296	b0590	621185	622189	FEPD-MONOMER	C0677
G0-10431	b4503	239190	239378	MONOMER0-2653	
G6892	b1655	1734435	1735250	G6892-MONOMER	C2049
EG10680	b1482	1556625	1557056	EG10680-MONOMER	C1916
EG10183	b2422	2539717	2540814	CYSA-MONOMER	C2956
EG10714	b4105	4323336	4324352	PHND-MONOMER	C5110
EG12363	b3043	3185414	3185965	EG12363-MONOMER	C3791
EG11204	b3967	4165428	4166285	GLUTRACE-MONOMER	C4930
G6690	b1367	1426055	1426288		
G6909	b1683	1762522	1764009	G6909-MONOMER	C2078
G6779	b1485	1559014	1559910	YDDQ-MONOMER	C5079
G7536	b2969	3111128	3111988	G7536-MONOMER	
EG10341	b0084	91413	93179	EG10341-MONOMER	C0102
EG11886	b1049	1110863	1113406	EG11886-MONOMER	C1314
EG11601	b2522	2654157	2654933	EG11601-MONOMER	C3047
G6535	b1028	1095544	1095846	G6535-MONOMER	
EG10311	b4317	4545096	4547732	EG10311-MONOMER	C5396
G6565	b1105	1162638	1163279	G6565-MONOMER	C1378
G14					
EG10003	b2413	2531463	2532224	EG10003-MONOMER	C2947
EG12800	b3194	3338466	3339248	YRBE-MONOMER	C3954
G0-16669	b4653	3836425	3836556		
EG10748	b3396	3522871	3525423	EG10748-MONOMER	C4166
EG11091	b0239	256527	257771	EG11091-MONOMER	C0386
G6906	b1680	1759303	1760523	G6906-MONOMER	C2075
G0-10682	b4631	317439	317567		
G7206	b2335	2451072	2451584	G7206-MONOMER	C2881
G7185	b2291	2408862	2409461	G7185-MONOMER	C2832
EG10202	b3182	3328963	3330396	EG10202-MONOMER	C3939
G0-8869	b4448	3238374	3238561		
EG10929	b3917	4108834	4109823	SBP-MONOMER	C4869
EG12038	b2178	2274179	2275273	YEJB-MONOMER	C2715
EG10010	b1456	1527890	1529938	EG10010-MONOMER	
G6092	b0174	194903	195664	UPPSYN-MONOMER	C0211
EG10182	b0428	446815	447705	HEMEOSYN-MONOMER	C0539
G6479	b0937	996937	997512	MONOMER0-146	C1080
					
EG12327	b0138	152243	152812	EG12327-MONOMER	C0169
EG11279	b4246	4472399	4472533	EG11279-MONOMER	C5502
G7642	b3147	3293400	3295436	G7642-MONOMER	C3900
G7878	b4247	4472513	4472845		
EG10195	b2425	2542512	2543528	CYSP-MONOMER	C2959
EG10772	b2678	2806010	2807074	PROW-MONOMER	C3231
					
EG11823	b2435	2552352	2553221	NACMURLALAAMI1-MONOMER	C2969
G7741	b3398	3526469	3528604	G7741-MONOMER	C4169
G6218	b0366	386207	386974	TAUB-MONOMER	C0473
G0-16666	b4650	3768639	3768890	G0-16666-MONOMER	
EG10308	b4314	4543115	4543663	EG10308-MONOMER	C5393
EG10808	b3642	3815127	3815768	OROPRIBTRANS-MONOMER	C4466
EG10619	b0091	100765	102240	UDP-NACMUR-ALA-LIG-MONOMER	C0109
G6553	b1052	1114211	1114309		
EG10190	b2763	2888387	2890099	BETACOMP-MONOMER	C3322
G6650	b1312	1374090	1374932	YCJP-MONOMER	C1784
G0-10604	b4614	3722077	3722111		
G7147	b2175	2269979	2270545	G7147-MONOMER	C2712
G0-10655	b4682	2905557	2905697	MONOMER0-2882	
G7324	b2529	2659903	2660289	G7324-MONOMER	C3055
EG12161	b0297	314357	315244	EG12161-MONOMER	C0415
G6794	b1504	1588309	1588839	G6794-MONOMER	C1933
EG11646	b2166	2258355	2259296	EG11646-MONOMER	C2701
EG11363	b4169	4396065	4397402	NACMURLALAAMI2-MONOMER	C5253
G0-8912		3121358	3121579		C0719
EG12358	b0933	993277	994044	YCBE-MONOMER	C1076
EG12626	b3542	3703859	3704761	DPPC-MONOMER	C4357
G6137	b0263	278814	279162	G6137-MONOMER	
EG10604	b0087	96002	97084	PHOSNACMURPENTATRANS-MONOMER	C0105
G7061	b1973	2041375	2042025	G7061-MONOMER	C2391
EG10185	b2750	2873387	2873992	ADENYLYLSULFKIN-MONOMER	C3317
G0-16663	b4647	3720448	3720632		
EG12081	b2826	2963707	2964177	EG12081-MONOMER	C3420
EG10806	b1062	1121561	1122607	DIHYDROOROT-MONOMER	C1329
G6904	b1678	1757721	1758725	G6904-MONOMER	C2073
EG11273	b0079	87860	87946		C5493
EG10351	b2799	2931865	2933013	LACTALDREDUCT-MONOMER	C3367
EG11958	b4086	4308489	4309469	YJCV-MONOMER	C5092
G0-10563	b4552	3623887	3624132		
EG11205	b3972	4172057	4173085	UDPNACETYLMURAMATEDEHYDROG-MONOMER	C4931
EG12231	b3494	3639385	3639720	EG12231-MONOMER	C4292
G7544	b4468	3125470	3126522	G7544-MONOMER	
					
G6485	b0943	1003439	1003954	G6485-MONOMER	
EG10134	b0032	29651	30799	CARBPSYN-SMALL	C0040
EG10709	b1714	1797959	1798942	PHES-MONOMER	C2112
G7562	b3007	3151977	3152132		
EG11583	b0507	533916	535697	GLYOCARBOLIG-MONOMER	C0622
EG10676	b1245	1303834	1304742	OPPC-MONOMER	C1709
G7903	b4282	4506861	4507109	G7903-MONOMER	
EG10552	b2890	3033657	3035174	LYSS-MONOMER	C3469
G6783	b1489	1563334	1565733	G6783-MONOMER	C1918
G7545	b2979	3126522	3128021	G7545-MONOMER	C3709
G6113	b0229	248358	250070	G6113-MONOMER	C0377
EG11974	b4315	4543728	4544267	EG11974-MONOMER	C5394
G6188	b0323	340165	341115	G6188-MONOMER	C0444
EG12454	b0481	506603	507082	EG12454-MONOMER	C0601
G6388	b0725	758464	758724		
G0-8601	b4467	3124236	3125459	MONOMER0-561	
EG10059	b4460	1982554	1983540	ARAH-MONOMER	C2312
G0-16659	b4638	1434958	1435008	G0-16659-MONOMER	
EG10453	b2514	2639301	2640575	HISS-MONOMER	C3036
G6570	b1112	1169073	1169330	G6570-MONOMER	C1386
G6283	b0514	541888	543033	GLY3KIN-MONOMER	C0628
G0-10556	b4519	1211413	1211577	MONOMER0-2778	
G6480	b0938	997868	998407	G6480-MONOMER	
EG10807	b0945	1004768	1005778	DIHYDROOROTOX-MONOMER	C1081
EG11043	b1637	1715948	1717222	TYRS-MONOMER	C2029
G0-8907		2653452	2653538		C0614
EG10782	b3726	3908549	3909439	PSTA-MONOMER	C4651
G6573	b1116	1175427	1176626	YCFU-MONOMER	C1391
EG11386	b4486	4574135	4576855	EG11386-MONOMER	
EG10407	b2400	2519257	2520672	GLURS-MONOMER	C2936
EG11246	b1333	1397672	1398622	EG11246-MONOMER	C1806
EG10716	b4101	4321244	4321696	EG10716-MONOMER	C5107
G7798	b3777	3960012	3960460	G7798-MONOMER	
EG12388	b0534	563330	563845	EG12388-MONOMER	
EG10135	b0033	30817	34038	CARBPSYN-LARGE	C0041
EG10947	b0893	939428	940720	SERS-MONOMER	C1030
G7386	b2651	2785221	2785352		
G6476	b0934	994041	994832	YCBM-MONOMER	C1077
EG12439	b4231	4453583	4454578	YJFF-MONOMER	C5328
G0-16674	b4688	290510	290638	MONOMER0-4436	
EG10097	b1866	1948750	1950522	ASPS-MONOMER	C2280
EG10608	b3251	3400044	3401087	EG10608-MONOMER	C4006
EG10735	b3724	3906853	3907578	EG10735-MONOMER	C4648
G0-16656	b4641	2068261	2068419		
G7210	b2339	2455083	2455646	G7210-MONOMER	C2884
EG10774	b1207	1260928	1261875	PRPPSYN-MONOMER	C1665
EG10710	b1713	1795557	1797944	PHET-MONOMER	
					
EG12230	b3493	3637642	3639141	PITA-MONOMER	C4291
EG11632	b0857	897084	897929	POTI-MONOMER	C0990
G0-10445	b4524	1381789	1381902	MONOMER0-2667	
EG10034	b2697	2819381	2822011	ALAS-MONOMER	
G7883	b4252	4474862	4475314	G7883-MONOMER	C5352
EG10728	b0399	417142	417831	PHOSPHO-PHOB // PHOB-MONOMER	C0508
EG11283	b4583	4322443	4323281	PHNE-MONOMER	
EG12328	b0141	156299	156883	EG12328-MONOMER	C0172
EG10805	b4245	4471460	4472395	ASPCARBCAT-MONOMER	C5345
EG10553	b4129	4353200	4354717	LYSU-MONOMER	C5138
G0-8902		1552001	1552386		C0362
EG11401	b0384	403281	403601	EG11401-MONOMER	C0491
EG10556	b4032	4242626	4243516	MALG-MONOMER	C5002
G0-16670	b4654	4362191	4362353		
EG10492	b0026	22391	25207	ILES-MONOMER	C0030
G0-9561	b4409	1704551	1704676	MONOMER0-1561	
EG10723	b4094	4315525	4316082	EG10723-MONOMER	
G0-16653	b4644	2775545	2775816	G0-16653-MONOMER	
G7204	b2333	2450051	2450590	G7204-MONOMER	C2879
EG10634	b0675	699574	700326	EG10634-MONOMER	C0750
EG11067	b4258	4480982	4483837	VALS-MONOMER	C5358
G7121	b2084	2167735	2168001		
EG11047	b3453	3591009	3592325	UGPB-MONOMER	C4242
G7664	b3199	3342836	3343411	G7664-MONOMER	C3959
G7474	b2854	2993939	2994441	G7474-MONOMER	
EG10409	b3560	3724407	3725318	GLYQ-MONOMER	C4379
G7314	b2503	2626695	2628938	G7314-MONOMER	C3021
EG10720	b4097	4318006	4318764	PHNK-MONOMER	C5103
G6376	b0703	734220	735653	G6376-MONOMER	
EG12107	b0108	117109	117549	EG12107-MONOMER	C0127
G7500	b2881	3021316	3024186	G7500-MONOMER	C3459
EG11001	b1719	1800642	1802570	THRS-MONOMER	C2116
G6091	b0165	184987	185118		
EG10783	b3725	3907593	3908366	PSTB-MONOMER	C4649
G6410	b0793	826119	827252	YBHS-MONOMER	C0876
G0-16667	b4651	3768892	3769256		
EG10196	b0526	554611	555996	CYSS-MONOMER	C0642
EG12830	b0466	490110	490271	EG12830-MONOMER	C0585
EG10717	b4100	4320663	4321247	EG10717-MONOMER	C5106
G0-10614	b4627	266553	266774		
EG11987	b2108	2187380	2188414	EG11987-MONOMER	C2635
G7487	b2868	3003489	3003968	G7487-MONOMER	C3446
EG10770	b0194	217057	218775	PROS-MONOMER	C0235
G0-8897	b4806	1196711	1196782	RNA0-409	
G6478	b0936	995985	996944	G6478-MONOMER	C1079
EG12276	b3568	3733720	3734901	XYLH-MONOMER	C4388
EG12208	b4581	658031	658818	EG12208-MONOMER	C0716
EG10071	b1876	1960062	1961795	ARGS-MONOMER	C2291
EG11877	b3923	4113293	4113721	EG11877-MONOMER	C4875
EG10738	b3821	4004862	4005731	MONOMER0-341	C4742
G0-16664	b4648	3750813	3750914		
EG10229	b2321	2437950	2438945	EG10229-MONOMER	C2866
G7486	b2867	3002614	3003492	G7486-MONOMER	C3445
EG10586	b2114	2194300	2196333	METG-MONOMER	C2642
G6740	b1425	1498432	1498635		
EG12883	b2987	3134872	3136371	PITB-MONOMER	C3724
EG10538	b3457	3595477	3596403	LIVH-MONOMER	C4247
					
EG10532	b0642	672201	674783	LEUS-MONOMER	C0733
G6396	b0762	794773	794922	G6396-MONOMER	C0838
EG10733	b0400	417889	419184	PHOR-MONOMER	C0509
EG11778	b0691	715947	716597	EG11778-MONOMER	
EG11352	b3627	3802039	3803058	EG11352-MONOMER	C4453
G7485	b2866	3000345	3002603	G7485-MONOMER	C3444
EG11272	b1715	1799226	1799270	EG11272-MONOMER	
G6084	b0017	15869	16177		
EG11403	b2502	2625115	2626656	PPX-MONOMER	C3020
G6950	b1755	1837212	1838747	YNJC-MONOMER	C2156
G7120	b2083	2167602	2167820	G7120-MONOMER	
EG10410	b3559	3722328	3724397	GLYS-MONOMER	C4378
G6167	b0296	312514	312777	G6167-MONOMER	C0407
EG10725	b4092	4314344	4315102	EG10725-MONOMER	C5098
G6114	b0230	250072	250827	G6114-MONOMER	C0378
EG11353	b3626	3800983	3801999	EG11353-MONOMER	C4452
EG12115	b4374	4608646	4609323	EG12115-MONOMER	C5454
EG11030	b3384	3512634	3513638	TRPS-MONOMER	C4154
G0-8893		14080	14167		
EG11048	b3450	3588110	3589180	UGPC-MONOMER	C4239
G2001	b1293	1354505	1355470	SAPB-MONOMER	C1770
G0-16660	b4645	2777972	2777985		
EG10390	b0680	706093	707757	GLNS-MONOMER	C0766
G7031	b1895	1979753	1980181	G7031-MONOMER	C2309
EG10721	b4096	4317215	4317895	PHNL-MONOMER	C5102
G0-10559	b4534	1652728	1652838	MONOMER0-4428	
EG12274	b3561	3725887	3726882	EG12274-MONOMER	C4381
EG11702	b3996	4196903	4197676	EG11702-MONOMER	C4953
EG10094	b0930	987585	988985	ASNS-MONOMER	C1072
G7881	b4250	4474227	4474391		
EG10784	b3727	3909439	3910398	PSTC-MONOMER	C4652
EG12076	b3477	3615241	3616185	NIKB-MONOMER	C4270
EG11496	b0236	253702	254202	EG11496-MONOMER	C0382
EG10379	b3430	3568033	3569328	GLUC1PADENYLTRANS-MONOMER	C4217
G6447	b0853	892957	893433	G6447-MONOMER	C0986
EG10718	b4099	4319599	4320663	EG10718-MONOMER	C5105
					
EG11351	b3628	3803058	3804137	EG11351-MONOMER	C3694
G6215	b0363	382739	383935	G6215-MONOMER	C0469
G6678	b1354	1419168	1419344		
EG10755	b4226	4449122	4449652	INORGPYROPHOSPHAT-MONOMER	C5323
EG10298	b0589	620196	621188	FEPG-MONOMER	C0676
G0-16676	b4697	3404495	3404637		
EG10380	b3428	3564134	3566581	GLYCOPHOSPHORYL-MONOMER	C4215
EG11100	b0471	494076	494405	EG11100-MONOMER	C0591
EG10715	b4102	4321697	4322422	EG10715-MONOMER	C5108
G0-16657	b4640	2067360	2067892		
EG11455	b3790	3974467	3975141	TDPFUCACTRANS-MONOMER	C4710
EG10377	b3429	3566600	3568033	GLYCOGENSYN-MONOMER	C4216
G0-9387		3184570	3184718		
EG10734	b3728	3910485	3911525	PSTS-MONOMER	C4653
G6780	b1486	1559907	1560929	YDDR-MONOMER	
G0-10515	b4562	4509479	4509793		
EG11381	b3049	3191739	3191939	EG11381-MONOMER	C3797
EG11510	b2501	2623044	2625110	PPK-MONOMER	C3019
G6632	b4573	1294426	1295322	G6632-MONOMER	
EG10085	b2716	2840990	2842414	EG10085-MONOMER	
EG10378	b3432	3571316	3573502	GLYCOGEN-BRANCH-MONOMER	C4219
G0-10587	b4591	813114	813251		
EG10727	b0383	401747	403162	ALKAPHOSPHA-MONOMER	C0490
EG12835	b3269	3420134	3421315	YHDX-MONOMER	C4035
G0-16671	b4656	4532050	4532310		
G6751	b1440	1511654	1512799	YDCS-MONOMER	C1864
EG11049	b3451	3589182	3590027	UGPE-MONOMER	C4240
G0-16654	b4643	2476584	2476598		
G7920	b4310	4537659	4538765	G7920-MONOMER	C5388
G6530	b1023	1087839	1089857	G6530-MONOMER	C1162
G7692	b3254	3404516	3404617		
EG10722	b4095	4316082	4317218	EG10722-MONOMER	C5101
EG12040	b2179	2275273	2276298	YEJE-MONOMER	C2716
EG12834	b3268	3419042	3420066	YHDW-MONOMER	C4034
G6529	b1022	1086521	1087846	G6529-MONOMER	C1161
EG11046	b3452	3590024	3590911	UGPA-MONOMER	C4241
G7478	b2858	2995314	2996020	G7478-MONOMER	
G7463	b2843	2983288	2984124	G7463-MONOMER	C3440
EG10121	b0776	810381	811535	7KAPSYN-MONOMER	C0856
G6528	b1021	1086106	1086519	G6528-MONOMER	C1160
G6419	b0816	852671	852940		
EG10719	b4098	4318761	4319606	EG10719-MONOMER	C5104
EG10288	b4289	4512411	4513409	FECC-MONOMER	
G0-16668	b4652	3769948	3770146		
EG12261	b3534	3695233	3695985	EG12261-MONOMER	C4346
G6286	b0517	545314	546363	G6286-MONOMER	C0631
G0-10615	b4628	266776	266967		
G6719	b1398	1462125	1463438	G6719-MONOMER	
EG10118	b0775	809344	810384	BIOTIN-SYN-MONOMER	C0855
EG12260	b3533	3692618	3695236	EG12260-MONOMER	C4345
G0-8908		2653515	2653723		
G6281	b0512	539147	540508	G6281-MONOMER	C0626
G6753	b1442	1513831	1514772	YDCU-MONOMER	C1866
					
